city,station_name,address,fuel_code,price,date
Тереньгульский район,ООО АССОЦИАЦИЯ «Л-КАРД,"А151, 277 км, Ульяновская обл., Тереньгульский р-н, б.н.п. п.г.т.Тереньга, АЗС №25",DIESEL,70.99,2025-12-07 22:31:15.080881
Тереньгульский район,ООО АССОЦИАЦИЯ «Л-КАРД,"А151, 277 км, Ульяновская обл., Тереньгульский р-н, б.н.п. п.г.т.Тереньга, АЗС №25",GAS,21.99,2025-12-07 22:31:15.080881
Ульяновский район,ООО Ульяновская АЗС,"[А151] Цивильск-Ульяновск-Сызрань, 190 км, Ульяновская область, Ульяновский район, д. Михайловка, АЗС ""Олимпик"", слева от Ульяновска",AI92,49.8,2025-12-07 22:31:15.080881
Ульяновский район,ООО Ульяновская АЗС,"[А151] Цивильск-Ульяновск-Сызрань, 190 км, Ульяновская область, Ульяновский район, д. Михайловка, АЗС ""Олимпик"", слева от Ульяновска",DIESEL,62.5,2025-12-07 22:31:15.080881
Николаевский район,Роснефть РН-Карт,"ул. Зелёная, 51, Николаевка, Ульяновская обл., Россия, 433817",AI92,59.14,2025-12-07 22:31:15.080881
Николаевский район,Роснефть РН-Карт,"ул. Зелёная, 51, Николаевка, Ульяновская обл., Россия, 433817",AI95,63.89,2025-12-07 22:31:15.080881
Николаевский район,Роснефть РН-Карт,"ул. Зелёная, 51, Николаевка, Ульяновская обл., Россия, 433817",DIESEL,70.58,2025-12-07 22:31:15.080881
Николаевский район,Роснефть РН-Карт,"ул. Зелёная, 51, Николаевка, Ульяновская обл., Россия, 433817",GAS,27.59,2025-12-07 22:31:15.080881
Николаевский район,"ООО ""ВолгаМелТорг"" №ru14695","Ульяновская область, Москва – Самара, 821 км, с. Канадей, справа, черно-красная",AI92,58.9,2025-12-07 22:31:15.080881
Николаевский район,"ООО ""ВолгаМелТорг"" №ru14695","Ульяновская область, Москва – Самара, 821 км, с. Канадей, справа, черно-красная",DIESEL,62.0,2025-12-07 22:31:15.080881
Барыш,ИП Олезов В.В.,"Ульяновская область, г. Барыш, ул. Гоголя, д.119 -ул. Радищева, АЗС №2 (ж/д переезд)",AI92,59.1,2025-12-07 22:31:15.080881
Барыш,ИП Олезов В.В.,"Ульяновская область, г. Барыш, ул. Гоголя, д.119 -ул. Радищева, АЗС №2 (ж/д переезд)",AI95,66.9,2025-12-07 22:31:15.080881
Барыш,ИП Олезов В.В.,"Ульяновская область, г. Барыш, ул. Гоголя, д.119 -ул. Радищева, АЗС №2 (ж/д переезд)",DIESEL,72.0,2025-12-07 22:31:15.080881
Новоспасский район,Центротех АЗС №1,"Ульяновская область, р.п. Новоспасское, ул. Заводская д.6",AI92,70.74,2025-12-07 22:31:15.080881
Новоспасский район,Центротех АЗС №1,"Ульяновская область, р.п. Новоспасское, ул. Заводская д.6",AI95,96.0,2025-12-07 22:31:15.080881
Новоспасский район,Центротех АЗС №1,"Ульяновская область, р.п. Новоспасское, ул. Заводская д.6",DIESEL,70.7,2025-12-07 22:31:15.080881
Кузоватовский район,ИП Олезов В.В.,"а/д Кузоватово-Ульяновск, Ульяновская обл., Кузоватовский р-н, р.п. Кузоватово, АЗС""Гастон"" бело-синий",AI92,59.1,2025-12-07 22:31:15.080881
Кузоватовский район,ИП Олезов В.В.,"а/д Кузоватово-Ульяновск, Ульяновская обл., Кузоватовский р-н, р.п. Кузоватово, АЗС""Гастон"" бело-синий",AI95,66.9,2025-12-07 22:31:15.080881
Кузоватовский район,ИП Олезов В.В.,"а/д Кузоватово-Ульяновск, Ульяновская обл., Кузоватовский р-н, р.п. Кузоватово, АЗС""Гастон"" бело-синий",DIESEL,70.0,2025-12-07 22:31:15.080881
Старомайнский район,УЦГ №№ 13,"433460, Ульяновская область, Старомайнский район, р.п. Старая Майна, ул. Сидорова, 23",AI92,62.89,2025-12-07 22:31:15.080881
Старомайнский район,УЦГ №№ 13,"433460, Ульяновская область, Старомайнский район, р.п. Старая Майна, ул. Сидорова, 23",AI95,63.99,2025-12-07 22:31:15.080881
Старомайнский район,УЦГ №№ 13,"433460, Ульяновская область, Старомайнский район, р.п. Старая Майна, ул. Сидорова, 23",DIESEL,71.99,2025-12-07 22:31:15.080881
Старомайнский район,УЦГ №№ 13,"433460, Ульяновская область, Старомайнский район, р.п. Старая Майна, ул. Сидорова, 23",GAS,21.9,2025-12-07 22:31:15.080881
Городской округ Ульяновск,АГЗС,"Ульяновская обл., Ульяновск г., Лаишевка с., Лаишевка с.",GAS,22.0,2025-12-07 22:31:15.080881
Ульяновский район,Башнефть №57986,"Ульяновская область, Ульяновский район, А151, вблизи села Новый Урень",AI92,59.15,2025-12-07 22:31:15.080881
Ульяновский район,Башнефть №57986,"Ульяновская область, Ульяновский район, А151, вблизи села Новый Урень",AI95,63.9,2025-12-07 22:31:15.080881
Ульяновский район,Башнефть №57986,"Ульяновская область, Ульяновский район, А151, вблизи села Новый Урень",DIESEL,71.05,2025-12-07 22:31:15.080881
Ульяновск,Shell №0008,"а/д Ульяновск-Димитровград, 18км, Ульяновская обл., Чердаклинский р-н, г.Ульяновск, ш. Димитровградское, д.79А, АЗС №8",AI95,69.89,2025-12-07 22:31:15.080881
Ульяновск,Shell №0008,"а/д Ульяновск-Димитровград, 18км, Ульяновская обл., Чердаклинский р-н, г.Ульяновск, ш. Димитровградское, д.79А, АЗС №8",DIESEL,69.69,2025-12-07 22:31:15.080881
Ульяновск,Shell №0008,"а/д Ульяновск-Димитровград, 18км, Ульяновская обл., Чердаклинский р-н, г.Ульяновск, ш. Димитровградское, д.79А, АЗС №8",AI92,63.09,2025-12-07 22:31:15.080881
Ульяновск,Shell №0008,"а/д Ульяновск-Димитровград, 18км, Ульяновская обл., Чердаклинский р-н, г.Ульяновск, ш. Димитровградское, д.79А, АЗС №8",GAS,24.5,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",DIESEL,79.36,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI92,64.88,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI95,67.53,2025-12-07 22:31:15.080881
Земляничный,ООО Ульяновскцентргаз,"а/д Барыш-Николаевка, 2км, Ульяновская обл., Барышский р-н, г.Барыш",AI92,59.89,2025-12-07 22:31:15.080881
Земляничный,ООО Ульяновскцентргаз,"а/д Барыш-Николаевка, 2км, Ульяновская обл., Барышский р-н, г.Барыш",DIESEL,74.89,2025-12-07 22:31:15.080881
Земляничный,ООО Ульяновскцентргаз,"а/д Барыш-Николаевка, 2км, Ульяновская обл., Барышский р-н, г.Барыш",AI95,67.49,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI92,61.04,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI95,67.96,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",DIESEL,74.57,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",GAS,26.69,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI92,62.48,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI95,71.98,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",DIESEL,76.98,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI92,65.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI95,70.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",DIESEL,70.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI92,67.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI95,69.9,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",DIESEL,70.3,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",GAS,30.0,2025-12-07 22:31:15.080881
Майнский район,Роснефть №67833,"Луговая ул., 2, Майна, Ульяновская обл., Россия, 433130",AI92,59.14,2025-12-07 22:31:15.080881
Майнский район,Роснефть №67833,"Луговая ул., 2, Майна, Ульяновская обл., Россия, 433130",AI95,63.89,2025-12-07 22:31:15.080881
Майнский район,Роснефть №67833,"Луговая ул., 2, Майна, Ульяновская обл., Россия, 433130",DIESEL,71.03,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",GAS,24.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI92,58.9,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI95,62.9,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",DIESEL,69.9,2025-12-07 22:31:15.080881
Ульяновск,РН-Карт,"ул. Кирова, 103А, Ульяновск, Ульяновская обл., Россия, 432048",AI92,59.15,2025-12-07 22:31:15.080881
Ульяновск,РН-Карт,"ул. Кирова, 103А, Ульяновск, Ульяновская обл., Россия, 432048",AI95,63.9,2025-12-07 22:31:15.080881
Ульяновск,РН-Карт,"ул. Кирова, 103А, Ульяновск, Ульяновская обл., Россия, 432048",DIESEL,71.05,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",DIESEL,67.6,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI92,60.0,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI95,65.4,2025-12-07 22:31:15.080881
Старая Майна,ООО НЕЙЛОС ТРЕЙД ТК,"Р178, 290км, Ульяновская обл., Старомайнский р-он, р.п. Старая Майна, ул. Строителей, 7, АЗС №253",AI92,59.14,2025-12-07 22:31:15.080881
Старая Майна,ООО НЕЙЛОС ТРЕЙД ТК,"Р178, 290км, Ульяновская обл., Старомайнский р-он, р.п. Старая Майна, ул. Строителей, 7, АЗС №253",AI95,63.89,2025-12-07 22:31:15.080881
Старая Майна,ООО НЕЙЛОС ТРЕЙД ТК,"Р178, 290км, Ульяновская обл., Старомайнский р-он, р.п. Старая Майна, ул. Строителей, 7, АЗС №253",DIESEL,71.03,2025-12-07 22:31:15.080881
Карсунский район,УЛЬЯНОВСКЦЕНТРГАЗ,"Ульяновская обл., Карсунский р-н, рп. Карсун, ул. Курдюмова, д.3а, АЗС Магус №7",AI92,59.09,2025-12-07 22:31:15.080881
Карсунский район,УЛЬЯНОВСКЦЕНТРГАЗ,"Ульяновская обл., Карсунский р-н, рп. Карсун, ул. Курдюмова, д.3а, АЗС Магус №7",DIESEL,71.99,2025-12-07 22:31:15.080881
Карсунский район,УЛЬЯНОВСКЦЕНТРГАЗ,"Ульяновская обл., Карсунский р-н, рп. Карсун, ул. Курдюмова, д.3а, АЗС Магус №7",GAS,23.0,2025-12-07 22:31:15.080881
Городской округ Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"г. Ульяновск, 340м на северо-запад от жилого дома Нариманова",AI92,62.89,2025-12-07 22:31:15.080881
Городской округ Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"г. Ульяновск, 340м на северо-запад от жилого дома Нариманова",AI95,69.89,2025-12-07 22:31:15.080881
Городской округ Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"г. Ульяновск, 340м на северо-запад от жилого дома Нариманова",DIESEL,71.99,2025-12-07 22:31:15.080881
Городской округ Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"г. Ульяновск, 340м на северо-запад от жилого дома Нариманова",GAS,24.5,2025-12-07 22:31:15.080881
Сенгилеевский район,ООО Ульяновскцентргаз,"Ульяновская обл., г. Сенгилей, пересечение ул. Красноармейской и объездной дороги Ульяновск - Сенгилей-Молвино, АЗС Магус №6",AI92,59.09,2025-12-07 22:31:15.080881
Сенгилеевский район,ООО Ульяновскцентргаз,"Ульяновская обл., г. Сенгилей, пересечение ул. Красноармейской и объездной дороги Ульяновск - Сенгилей-Молвино, АЗС Магус №6",AI95,63.99,2025-12-07 22:31:15.080881
Сенгилеевский район,ООО Ульяновскцентргаз,"Ульяновская обл., г. Сенгилей, пересечение ул. Красноармейской и объездной дороги Ульяновск - Сенгилей-Молвино, АЗС Магус №6",DIESEL,63.69,2025-12-07 22:31:15.080881
Сенгилеевский район,ООО Ульяновскцентргаз,"Ульяновская обл., г. Сенгилей, пересечение ул. Красноармейской и объездной дороги Ульяновск - Сенгилей-Молвино, АЗС Магус №6",GAS,26.5,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",AI92,58.9,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",AI95,63.9,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",DIESEL,75.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"Ульяновская обл., г. Ульяновск, ул. Диспетчерская, д.15, АЗС Магус №5",AI92,62.89,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"Ульяновская обл., г. Ульяновск, ул. Диспетчерская, д.15, АЗС Магус №5",AI95,69.89,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"Ульяновская обл., г. Ульяновск, ул. Диспетчерская, д.15, АЗС Магус №5",DIESEL,73.0,2025-12-07 22:31:15.080881
Новоспасский район,"ООО ""РН-Карт""","Заводская ул., 2, Новоспасское, Ульяновская обл., Россия, 433870",AI92,59.14,2025-12-07 22:31:15.080881
Новоспасский район,"ООО ""РН-Карт""","Заводская ул., 2, Новоспасское, Ульяновская обл., Россия, 433870",AI95,66.39,2025-12-07 22:31:15.080881
Новоспасский район,"ООО ""РН-Карт""","Заводская ул., 2, Новоспасское, Ульяновская обл., Россия, 433870",DIESEL,70.58,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Димитровградское ш., 24, Ульяновск, Ульяновская обл., Россия, 432022",AI92,59.14,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Димитровградское ш., 24, Ульяновск, Ульяновская обл., Россия, 432022",AI95,66.39,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Димитровградское ш., 24, Ульяновск, Ульяновская обл., Россия, 432022",DIESEL,71.03,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Димитровградское ш., 24, Ульяновск, Ульяновская обл., Россия, 432022",GAS,28.09,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","ул. Оренбургская, 50, Ульяновск, Ульяновская обл., Россия, 432000",AI92,59.14,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","ул. Оренбургская, 50, Ульяновск, Ульяновская обл., Россия, 432000",AI95,66.39,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","ул. Оренбургская, 50, Ульяновск, Ульяновская обл., Россия, 432000",DIESEL,71.03,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI92,58.0,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI95,62.5,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",DIESEL,71.5,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",GAS,20.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI92,60.36,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI95,68.49,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",DIESEL,73.19,2025-12-07 22:31:15.080881
Ульяновск,Роснефть №67819,"Московское ш., 16б, Ульяновск, Ульяновская обл., Россия, 432045",AI92,59.14,2025-12-07 22:31:15.080881
Ульяновск,Роснефть №67819,"Московское ш., 16б, Ульяновск, Ульяновская обл., Россия, 432045",AI95,66.39,2025-12-07 22:31:15.080881
Ульяновск,Роснефть №67819,"Московское ш., 16б, Ульяновск, Ульяновская обл., Россия, 432045",DIESEL,71.03,2025-12-07 22:31:15.080881
Новоспасский район,ООО АРИС-КАРТ СПБ,"Ульяновская обл., 846 км трассы М5, 33км до кольцевой дороги г.Сызрань, слева, АЗС № 29",DIESEL,67.5,2025-12-07 22:31:15.080881
Новоспасский район,ООО АРИС-КАРТ СПБ,"Ульяновская обл., 846 км трассы М5, 33км до кольцевой дороги г.Сызрань, слева, АЗС № 29",AI92,54.95,2025-12-07 22:31:15.080881
Новоспасский район,ООО АРИС-КАРТ СПБ,"Ульяновская обл., 846 км трассы М5, 33км до кольцевой дороги г.Сызрань, слева, АЗС № 29",AI95,59.5,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI92,60.4,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",DIESEL,74.02,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI95,65.85,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",AI92,64.19,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",AI95,66.96,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",DIESEL,79.36,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",AI92,59.14,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",AI95,66.39,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",DIESEL,70.58,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",GAS,28.09,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",AI92,59.14,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",AI95,66.39,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",DIESEL,71.03,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",GAS,28.09,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская область, г.Ульяновск, ул. Шевченко д 103, АЗС №14, под брендом ""Лукойл""",AI92,61.89,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская область, г.Ульяновск, ул. Шевченко д 103, АЗС №14, под брендом ""Лукойл""",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская область, г.Ульяновск, ул. Шевченко д 103, АЗС №14, под брендом ""Лукойл""",DIESEL,71.75,2025-12-07 22:31:15.080881
Цильнинский район,"ООО ""РН-Карт""","Пролетарская ул., 89, Большое Нагаткино, Ульяновская обл., Россия, 433610",AI92,59.14,2025-12-07 22:31:15.080881
Цильнинский район,"ООО ""РН-Карт""","Пролетарская ул., 89, Большое Нагаткино, Ульяновская обл., Россия, 433610",AI95,66.39,2025-12-07 22:31:15.080881
Цильнинский район,"ООО ""РН-Карт""","Пролетарская ул., 89, Большое Нагаткино, Ульяновская обл., Россия, 433610",DIESEL,71.03,2025-12-07 22:31:15.080881
Новоспасский район,"ООО ""ЛУКОЙЛ-Интер-Кард""","М-5, 847 км, Коптевское сельское поселение, Новоспасский р-н, Ульяновская обл.",DIESEL,71.75,2025-12-07 22:31:15.080881
Новоспасский район,"ООО ""ЛУКОЙЛ-Интер-Кард""","М-5, 847 км, Коптевское сельское поселение, Новоспасский р-н, Ульяновская обл.",GAS,27.99,2025-12-07 22:31:15.080881
Городской округ Ульяновск,ООО ТАИФ-НК АЗС,"Ульяновская область, г.Ульяновск, Сельдинское шоссе, д.8, пос.Сельдь, АЗС № 323 Татнефтепродукт",DIESEL,72.0,2025-12-07 22:31:15.080881
Городской округ Ульяновск,ООО ТАИФ-НК АЗС,"Ульяновская область, г.Ульяновск, Сельдинское шоссе, д.8, пос.Сельдь, АЗС № 323 Татнефтепродукт",AI92,59.24,2025-12-07 22:31:15.080881
Городской округ Ульяновск,ООО ТАИФ-НК АЗС,"Ульяновская область, г.Ульяновск, Сельдинское шоссе, д.8, пос.Сельдь, АЗС № 323 Татнефтепродукт",AI95,63.14,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",DIESEL,73.99,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",AI92,61.89,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",GAS,28.19,2025-12-07 22:31:15.080881
Новоспасский район,ООО Центротех Азс Опт,"Ульяновская область, Новоспасский р-н, с. Старое Томышево, ул. Железнодорожная 2, д.4",AI92,86.5,2025-12-07 22:31:15.080881
Новоспасский район,ООО Центротех Азс Опт,"Ульяновская область, Новоспасский р-н, с. Старое Томышево, ул. Железнодорожная 2, д.4",DIESEL,70.7,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","Автозаправочная станция ""Роснефть"", ул. Юности, 26, Ульяновск, Ульяновская обл., Россия, 432027",AI92,59.14,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","Автозаправочная станция ""Роснефть"", ул. Юности, 26, Ульяновск, Ульяновская обл., Россия, 432027",AI95,63.89,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","Автозаправочная станция ""Роснефть"", ул. Юности, 26, Ульяновск, Ульяновская обл., Россия, 432027",DIESEL,71.03,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",AI92,59.14,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",AI95,66.39,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",DIESEL,71.03,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",GAS,28.09,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",AI92,61.89,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",AI95,66.54,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",DIESEL,71.75,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",GAS,28.19,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, Заволжский р-н, пр-кт Созидателей, 118",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, Заволжский р-н, пр-кт Созидателей, 118",DIESEL,71.75,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, Заволжский р-н, пр-кт Созидателей, 118",GAS,28.19,2025-12-07 22:31:15.080881
Новоспасский район,ООО Л-КАРД,"Ульяновская обл р. П. Новосспаское , Ул. Строителей,  5а",AI92,58.99,2025-12-07 22:31:15.080881
Новоспасский район,ООО Л-КАРД,"Ульяновская обл р. П. Новосспаское , Ул. Строителей,  5а",AI95,63.99,2025-12-07 22:31:15.080881
Новоспасский район,ООО Л-КАРД,"Ульяновская обл р. П. Новосспаское , Ул. Строителей,  5а",DIESEL,69.99,2025-12-07 22:31:15.080881
